Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
6.77,61.25,374,0.25,"[flixbus, db_fv]",Dortmund,Erfurt,551.432,high,1,12,583,not_achieved,171.57,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
6.68,232.15,0,1.4,[db_fv],Dortmund,Erfurt,551.432,high,0,11,564,not_achieved,197.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.6,227.73,0,0.3,[db_fv],Dortmund,Erfurt,551.432,high,0,11,473,not_achieved,144.2,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.58,15.85,0,0.0,"[db_fv, blablacar]",München,Karlsruhe,374.693,high,1,2,303,achieved,87.5,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.03,67.02,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,256,achieved,74.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.03,87.49,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,256,achieved,74.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.34,84.35,0,0.0,[car],München,Karlsruhe,297.025,high,0,1,282,achieved,81.63,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
3.1,69.78,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,262,achieved,75.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.58,15.85,313,0.0,"[db_fv, blablacar]",München,Karlsruhe,374.693,high,1,2,312,achieved,87.5,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.37,83.23,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,285,achieved,82.36,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
10.78,157.78,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,911,achieved,263.46,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.72,71.28,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,314,achieved,90.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.72,66.05,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,314,achieved,90.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
6.72,65.73,0,0.0,[db_fv],München,Karlsruhe,374.693,high,0,11,568,achieved,164.24,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.58,15.85,313,0.07,"[db_fv, blablacar]",München,Karlsruhe,374.693,high,1,2,312,achieved,89.21,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.03,87.49,0,0.13,[db_fv],München,Karlsruhe,374.693,high,0,11,256,achieved,77.23,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
10.78,157.78,0,5.95,[db_fv],München,Karlsruhe,374.693,high,0,11,911,achieved,408.88,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.72,71.28,0,0.92,[db_fv],München,Karlsruhe,374.693,high,0,11,314,achieved,113.4,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.72,66.05,0,0.92,[db_fv],München,Karlsruhe,374.693,high,0,11,314,achieved,113.4,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
6.72,65.73,0,3.83,[db_fv],München,Karlsruhe,374.693,high,0,11,568,achieved,257.84,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.23,157.59,0,0.02,[db_fv],München,Karlsruhe,374.693,high,0,11,357,achieved,103.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.62,20.12,0,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,306,not_achieved,88.47,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.27,70.41,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,276,not_achieved,79.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.78,71.5,0,0.0,[car],Mannheim,Nürnberg,240.952,high,0,1,235,not_achieved,67.94,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
2.72,88.4,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,230,not_achieved,66.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.7,88.4,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,228,not_achieved,65.99,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.7,20.12,0,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,313,not_achieved,90.43,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.18,73.32,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,269,not_achieved,77.72,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.87,20.55,0,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,327,not_achieved,94.58,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.62,20.12,611,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,324,not_achieved,88.47,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.7,20.12,611,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,331,not_achieved,90.43,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.87,20.55,611,0.0,[flixbus],Mannheim,Nürnberg,303.375,high,0,13,345,not_achieved,94.58,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
5.02,71.99,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,424,not_achieved,122.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.13,83.06,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,349,not_achieved,100.94,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.27,67.27,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,361,not_achieved,104.36,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.3,62.41,0,0.0,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,363,not_achieved,105.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.7,88.4,0,0.03,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,228,not_achieved,66.72,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.72,88.4,0,0.02,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,230,not_achieved,66.97,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.27,70.41,0,0.17,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,276,not_achieved,84.07,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.18,73.32,0,0.48,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,269,not_achieved,89.45,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.02,71.99,0,1.78,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,424,not_achieved,166.19,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.13,83.06,0,1.38,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,349,not_achieved,134.66,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.27,67.27,0,1.38,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,361,not_achieved,138.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.3,62.41,0,1.35,[db_fv],Mannheim,Nürnberg,303.375,high,0,11,363,not_achieved,138.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.22,14.44,0,0.0,"[flixbus, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,441,achieved,127.58,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.14,17.02,0,0.0,"[flixbus, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,350,achieved,101.18,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.01,27.44,0,0.0,"[db_fv, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,339,achieved,98.0,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.95,50.39,0,0.0,"[flixbus, db_fv]",Karlsruhe,Bonn,286.391,low,1,12,334,achieved,96.54,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.37,50.39,0,0.0,"[flixbus, db_fv]",Karlsruhe,Bonn,286.391,low,1,12,285,achieved,82.36,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.53,58.79,0,0.0,[db_fv],Karlsruhe,Bonn,286.391,low,0,11,214,achieved,61.83,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.17,82.95,0,0.0,[car],Karlsruhe,Bonn,286.3520000000001,low,0,1,268,achieved,77.47,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
5.22,14.44,575,0.0,"[flixbus, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,458,achieved,127.58,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.01,27.44,107,0.0,"[db_fv, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,342,achieved,98.0,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
5.01,27.44,107,0.0,"[db_fv, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,427,achieved,122.44,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
5.22,14.44,575,1.19,"[flixbus, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,458,achieved,156.66,0.85,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared cold food&drinks, no alcohol+ prepared own snacks, on-board purshase of low cost snacks&drinks",2
4.01,27.44,107,0.59,"[db_fv, blablacar]",Karlsruhe,Bonn,286.391,low,1,2,342,achieved,112.42,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
3.01,15.0,0,0.0,[blablacar],Köln,Heidelberg,257.317,low,0,1,254,not_achieved,73.56,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
2.51,74.81,0,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,212,not_achieved,61.34,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.43,74.81,0,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,205,not_achieved,59.39,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.06,74.83,0,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,174,not_achieved,50.35,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.01,53.09,0,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,254,not_achieved,73.56,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.82,75.31,0,0.0,[car],Köln,Heidelberg,251.351,low,0,1,238,not_achieved,68.92,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
3.01,15.0,72,0.0,[blablacar],Köln,Heidelberg,257.317,low,0,1,256,not_achieved,73.56,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
2.06,74.83,632,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,193,not_achieved,50.35,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.01,53.09,632,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,273,not_achieved,73.56,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.51,74.81,632,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,231,not_achieved,61.34,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.43,74.81,632,0.0,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,224,not_achieved,59.39,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.73,74.47,0,0.0,[db_fv],Köln,Heidelberg,257.317,low,0,11,315,not_achieved,91.16,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
2.06,74.83,632,0.05,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,193,not_achieved,51.57,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.51,74.81,632,0.65,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,231,not_achieved,77.23,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
2.43,74.81,632,0.45,"[db_fv, flixbus]",Köln,Heidelberg,257.317,low,1,12,224,not_achieved,70.39,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.73,74.47,0,1.87,[db_fv],Köln,Heidelberg,257.317,low,0,11,315,not_achieved,136.86,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.24,19.0,0,0.0,[blablacar],Leipzig,Hamburg,507.114,low,0,1,443,not_achieved,128.07,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
4.82,74.34,0,0.0,"[db_fv, flixbus]",Leipzig,Hamburg,507.114,low,1,12,407,not_achieved,117.8,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.93,117.63,0,0.0,[db_fv],Leipzig,Hamburg,507.114,low,0,11,332,not_achieved,96.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.1,136.42,0,0.0,[db_fv],Leipzig,Hamburg,507.114,low,0,11,262,not_achieved,75.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.93,119.67,0,0.0,[db_fv],Leipzig,Hamburg,507.114,low,0,11,332,not_achieved,96.05,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.1,136.9,0,0.0,[db_fv],Leipzig,Hamburg,507.114,low,0,11,262,not_achieved,75.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.73,122.66,0,0.0,[car],Leipzig,Hamburg,396.22,low,0,1,400,not_achieved,115.6,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
3.13,136.9,0,0.0,[db_fv],Leipzig,Hamburg,507.114,low,0,11,264,not_achieved,76.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.24,19.0,356,0.0,[blablacar],Leipzig,Hamburg,507.114,low,0,1,453,not_achieved,128.07,0.5,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol",2
3.76,13.2,0,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,318,not_achieved,91.89,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.43,17.52,0,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,290,not_achieved,83.83,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.09,17.89,0,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,261,not_achieved,75.52,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
1.99,49.56,0,0.0,[car],Würzburg,Heidelberg,163.313,low,0,1,168,not_achieved,48.64,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
2.3,58.9,0,0.0,"[db_fv, flixbus]",Würzburg,Heidelberg,309.765,low,1,12,194,not_achieved,56.21,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.76,13.2,473,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,332,not_achieved,91.89,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.43,17.52,473,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,304,not_achieved,83.83,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.09,17.89,473,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,275,not_achieved,75.52,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
2.3,58.9,632,0.0,"[db_fv, flixbus]",Würzburg,Heidelberg,309.765,low,1,12,213,not_achieved,56.21,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.8,45.41,0,0.0,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,321,not_achieved,92.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.28,53.13,0,0.0,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,277,not_achieved,80.16,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.27,53.13,0,0.0,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,276,not_achieved,79.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.76,13.2,473,1.42,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,332,not_achieved,126.6,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.43,17.52,473,0.17,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,304,not_achieved,87.98,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.09,17.89,473,0.08,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,275,not_achieved,77.47,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.43,17.53,473,0.08,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,304,not_achieved,85.78,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
2.3,58.9,632,0.07,"[db_fv, flixbus]",Würzburg,Heidelberg,309.765,low,1,12,213,not_achieved,57.92,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.8,45.41,0,1.77,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,321,not_achieved,136.13,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.28,53.13,0,1.3,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,277,not_achieved,111.94,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.27,53.13,0,1.3,[db_fv],Würzburg,Heidelberg,309.765,low,0,11,276,not_achieved,111.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
5.01,28.21,473,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,437,not_achieved,122.44,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
3.51,17.8,473,0.0,[flixbus],Würzburg,Heidelberg,309.765,low,0,13,311,not_achieved,85.78,0.7,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks",2
11.84,43.01,0,0.0,"[blablacar, db_fv]",Erfurt,Ulm,412.403,high,1,2,1000,not_achieved,289.37,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
9.5,52.22,0,0.0,"[flixbus, db_fv]",Erfurt,Ulm,412.403,high,1,12,803,not_achieved,232.18,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
8.1,52.22,0,0.0,"[flixbus, db_fv]",Erfurt,Ulm,412.403,high,1,12,684,not_achieved,197.96,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
6.12,81.94,0,0.0,"[db_fv, flixbus, db_fv]",Erfurt,Ulm,412.403,high,1,18,517,not_achieved,149.57,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
5.5,100.89,0,0.0,"[db_fv, flixbus, db_fv]",Erfurt,Ulm,412.403,high,1,18,465,not_achieved,134.42,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
4.39,112.4,0,0.0,[car],Erfurt,Ulm,378.005,high,0,1,371,not_achieved,107.29,0.4,"several hand bags, 6 bags, unlimited weight","prepared own snacks, buying at gas stations",2
3.5,117.85,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,296,not_achieved,85.54,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.5,117.31,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,380,not_achieved,109.98,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.62,149.54,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,390,not_achieved,112.91,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.25,122.99,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,359,not_achieved,103.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
9.25,122.99,0,0.0,[db_fv],Erfurt,Ulm,412.403,high,0,11,782,not_achieved,226.07,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
11.84,43.01,167,0.0,"[blablacar, db_fv]",Erfurt,Ulm,412.403,high,1,2,1005,not_achieved,289.37,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",2
