Total Travel Time,Price,Total Walking Distance,Total Waiting Time,finalsolutionusedlabels,sourcename,targetname,distance,stresslevel,multimodality,safety_boost,caloriesBurnt_avg,mood_upgrade,earnings_gross,delay_probability,luggage_transportation,meal_option,possible_expences
7.55,63.2,181,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,643,achieved,184.52,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
7.32,63.2,181,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,624,achieved,178.9,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.27,91.13,0,0.0,[db_fv],Mannheim,Essen,320.759,low,0,11,276,achieved,79.92,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
2.76,87.15,455,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,247,achieved,67.45,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.76,84.5,455,0.0,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,247,achieved,67.45,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
8.97,58.63,129,0.0,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,762,achieved,219.23,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.73,97.2,0,0.0,[db_fv],Mannheim,Essen,320.759,low,0,11,231,achieved,66.72,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.35,93.18,0,0.0,[db_fv],Mannheim,Essen,320.759,low,0,11,283,achieved,81.87,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
6.81,39.58,218,0.0,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,582,achieved,166.44,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.1,41.56,218,0.0,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,437,achieved,124.64,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.84,87.15,455,0.27,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,253,achieved,76.01,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.98,91.21,0,0.27,[db_fv],Mannheim,Essen,320.759,low,0,11,252,achieved,79.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
4.21,56.43,191,0.57,"[db_fv, blablacar]",Mannheim,Essen,320.759,low,1,2,361,achieved,116.82,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.92,64.45,181,1.61,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,506,achieved,184.03,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
7.58,66.63,129,1.12,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,644,achieved,212.63,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
6.98,63.2,181,2.7,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,595,achieved,236.58,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
8.8,48.31,184,2.78,"[blablacar, flixbus, db_fv]",Mannheim,Essen,320.759,low,1,3,749,achieved,283.02,0.928,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","catering trolley, on-board catering with 2-g rule+ prepared own snacks, on-board purshase of low cost snacks&drinks+ prepared cold food&drinks, no alcohol",4
2.82,92.57,455,0.03,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,252,achieved,69.65,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.35,91.78,0,0.07,[db_fv],Mannheim,Essen,320.759,low,0,11,199,achieved,59.14,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
7.55,63.2,181,3.26,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,643,achieved,264.2,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
7.32,63.2,181,3.05,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,624,achieved,253.44,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
3.27,91.13,0,0.6,[db_fv],Mannheim,Essen,320.759,low,0,11,276,achieved,94.58,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
8.97,58.63,129,2.72,"[db_fv, blablacar, db_fv]",Mannheim,Essen,320.759,low,1,3,762,achieved,285.7,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
6.18,45.0,337,0.21,"[flixbus, db_fv]",Mannheim,Essen,320.759,low,1,12,532,achieved,156.17,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
7.98,62.7,128,3.04,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,678,achieved,269.33,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.76,87.15,455,0.32,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,247,achieved,75.28,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
2.76,84.5,455,0.08,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,247,achieved,69.41,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
12.01,49.19,128,7.71,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,1019,achieved,481.96,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.73,97.2,0,0.2,[db_fv],Mannheim,Essen,320.759,low,0,11,231,achieved,71.61,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
3.35,93.18,0,1.22,[db_fv],Mannheim,Essen,320.759,low,0,11,283,achieved,111.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",4
6.81,39.58,218,3.19,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,582,achieved,244.4,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
5.1,41.56,218,1.5,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,437,achieved,161.3,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
2.84,87.3,455,0.08,"[db_fv, flixbus]",Mannheim,Essen,320.759,low,1,12,253,achieved,71.36,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
4.43,41.56,218,0.79,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,381,achieved,127.58,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
12.01,48.51,128,7.72,"[blablacar, db_fv]",Mannheim,Essen,320.759,low,1,2,1019,achieved,482.2,0.8,"2 pieces of hand luggage, 2 free pieces of checked baggage up to 23 kg, additional bags per fee","prepared cold food&drinks, no alcohol + catering trolley, on-board catering with 2-g rule",4
6.23,6.84,95,0.0,"[db_fv, flixbus]",Essen,Duisburg,19.228,low,1,12,529,achieved,152.26,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
5.82,6.84,95,0.0,"[db_fv, flixbus]",Essen,Duisburg,19.228,low,1,12,495,achieved,142.24,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
6.23,6.84,95,5.8,"[db_fv, flixbus]",Essen,Duisburg,19.228,low,1,12,529,achieved,294.01,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
5.82,6.84,95,5.4,"[db_fv, flixbus]",Essen,Duisburg,19.228,low,1,12,495,achieved,274.22,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
8.0,6.05,95,7.52,"[db_fv, flixbus]",Essen,Duisburg,19.228,low,1,12,679,achieved,379.31,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",4
3.3,80.75,0,0.0,[db_fv],Erfurt,Darmstadt,284.566,high,0,11,279,achieved,80.65,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.08,75.62,0,0.0,[db_fv],Erfurt,Darmstadt,284.566,high,0,11,345,achieved,99.72,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
6.1,73.05,340,0.79,"[db_fv, flixbus]",Erfurt,Darmstadt,284.566,high,1,12,526,achieved,168.39,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
3.3,80.75,0,0.73,[db_fv],Erfurt,Darmstadt,284.566,high,0,11,279,achieved,98.49,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
4.08,75.62,0,1.6,[db_fv],Erfurt,Darmstadt,284.566,high,0,11,345,achieved,138.82,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.0,82.12,0,0.7,[db_fv],Nürnberg,Ulm,221.611,high,0,11,254,not_achieved,90.43,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.0,82.54,0,0.67,[db_fv],Nürnberg,Ulm,221.611,high,0,11,254,not_achieved,89.69,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",2
3.0,94.19,0,0.0,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,254,achieved,73.32,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.55,30.99,498,0.0,"[db_fv, flixbus]",Hagen,Mannheim,312.192,moderate,1,12,484,achieved,135.64,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
5.45,80.08,0,0.0,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,461,achieved,133.2,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
4.92,67.67,0,0.0,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,416,achieved,120.24,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.0,94.19,0,0.77,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,254,achieved,92.14,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
4.92,67.67,0,1.55,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,416,achieved,158.13,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.43,91.48,0,1.02,[db_fv],Hagen,Mannheim,312.192,moderate,0,11,290,achieved,108.76,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.72,85.78,0,0.0,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,230,achieved,66.48,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.17,73.77,0,0.0,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,437,achieved,126.35,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
4.63,61.36,0,0.0,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,391,achieved,113.16,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.15,83.1,0,0.0,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,266,achieved,76.99,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.23,85.76,0,0.0,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,188,achieved,54.5,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.16,47.17,647,0.08,"[db_fv, flixbus]",Wuppertal,Mannheim,285.69,moderate,1,12,455,achieved,128.07,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",3
2.72,85.78,0,0.77,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,230,achieved,85.3,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
4.63,61.36,0,1.55,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,391,achieved,151.04,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.15,83.1,0,1.15,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,266,achieved,105.09,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
2.23,85.76,0,0.4,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,188,achieved,64.28,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
5.17,73.77,0,1.92,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,437,achieved,173.28,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
3.15,85.18,0,1.02,[db_fv],Wuppertal,Mannheim,285.69,moderate,0,11,266,achieved,101.91,0.6,"unlimited carry-on and standard bags,no extra charge","catering trolley, on-board catering with 2-g rule",3
6.41,74.82,0,0.0,"[db_fv, flixbus]",Aachen,Heidelberg,327.193,low,1,12,542,not_achieved,156.66,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
5.33,60.02,0,0.0,"[db_fv, flixbus]",Aachen,Heidelberg,327.193,low,1,12,450,not_achieved,130.27,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
6.41,74.82,632,0.0,"[db_fv, flixbus]",Aachen,Heidelberg,327.193,low,1,12,560,not_achieved,156.66,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
5.33,60.02,632,0.0,"[db_fv, flixbus]",Aachen,Heidelberg,327.193,low,1,12,469,not_achieved,130.27,0.88,"1 carry-on bag up to 7 kg, 1 free checked baggage up to 20 kg, additional bags per fee","prepared own snacks, on-board purshase of low cost snacks&drinks + catering trolley, on-board catering with 2-g rule",2
