,routes,origin,destination,origin_gis,destination_gis,path,origin_info,destination_info
207,Nürnberg-Düsseldorf,Nürnberg,Düsseldorf,"[11.075269, 49.450938]","[6.780067999999999, 51.22422]","[[11.075269, 49.450938], [6.780067999999999, 51.22422]]",https://tourismus.nuernberg.de/en/,https://www.duesseldorf-tourismus.de/en
208,Nürnberg-Essen,Nürnberg,Essen,"[11.075269, 49.450938]","[7.012583, 51.455843]","[[11.075269, 49.450938], [7.012583, 51.455843]]",https://tourismus.nuernberg.de/en/,https://www.visitessen.de/startseite_14/Startseite.en.html
209,Nürnberg-Erlangen,Nürnberg,Erlangen,"[11.075269, 49.450938]","[11.003274000000001, 49.595079999999996]","[[11.075269, 49.450938], [11.003274000000001, 49.595079999999996]]",https://tourismus.nuernberg.de/en/,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
210,Nürnberg-Osnabrück,Nürnberg,Osnabrück,"[11.075269, 49.450938]","[8.04205, 52.276920000000004]","[[11.075269, 49.450938], [8.04205, 52.276920000000004]]",https://tourismus.nuernberg.de/en/,https://www.osnabrueck.de//english
211,Nürnberg-Leipzig,Nürnberg,Leipzig,"[11.075269, 49.450938]","[12.377931, 51.338288]","[[11.075269, 49.450938], [12.377931, 51.338288]]",https://tourismus.nuernberg.de/en/,https://english.leipzig.de/
212,Nürnberg-Würzburg,Nürnberg,Würzburg,"[11.075269, 49.450938]","[9.93725, 49.793929999999996]","[[11.075269, 49.450938], [9.93725, 49.793929999999996]]",https://tourismus.nuernberg.de/en/,https://www.wuerzburg.de/en/index.html
213,Nürnberg-Mannheim,Nürnberg,Mannheim,"[11.075269, 49.450938]","[8.466275, 49.48778]","[[11.075269, 49.450938], [8.466275, 49.48778]]",https://tourismus.nuernberg.de/en/,https://www.visit-mannheim.de/en
214,Nürnberg-Ulm,Nürnberg,Ulm,"[11.075269, 49.450938]","[9.990402, 48.398454]","[[11.075269, 49.450938], [9.990402, 48.398454]]",https://tourismus.nuernberg.de/en/,https://tourismus.ulm.de/en/
215,Nürnberg-Bamberg,Nürnberg,Bamberg,"[11.075269, 49.450938]","[10.886786, 49.893387]","[[11.075269, 49.450938], [10.886786, 49.893387]]",https://tourismus.nuernberg.de/en/,https://en.bamberg.info/?setLanguage=en
216,Nürnberg-Darmstadt,Nürnberg,Darmstadt,"[11.075269, 49.450938]","[8.653838, 49.872238]","[[11.075269, 49.450938], [8.653838, 49.872238]]",https://tourismus.nuernberg.de/en/,https://www.darmstadt-tourismus.de/en/visit.html
217,Nürnberg-Köln,Nürnberg,Köln,"[11.075269, 49.450938]","[6.957068, 50.938107]","[[11.075269, 49.450938], [6.957068, 50.938107]]",https://tourismus.nuernberg.de/en/,https://www.cologne-tourism.com/
218,Nürnberg-Stuttgart,Nürnberg,Stuttgart,"[11.075269, 49.450938]","[9.177734, 48.775816999999996]","[[11.075269, 49.450938], [9.177734, 48.775816999999996]]",https://tourismus.nuernberg.de/en/,https://www.stuttgart-tourist.de/en
219,Nürnberg-Heidelberg,Nürnberg,Heidelberg,"[11.075269, 49.450938]","[8.702067, 49.408826]","[[11.075269, 49.450938], [8.702067, 49.408826]]",https://tourismus.nuernberg.de/en/,"https://www.heidelberg.de/hd,Len/300652.html"
220,Nürnberg-Erfurt,Nürnberg,Erfurt,"[11.075269, 49.450938]","[11.027236, 50.977121999999994]","[[11.075269, 49.450938], [11.027236, 50.977121999999994]]",https://tourismus.nuernberg.de/en/,https://www.erfurt-tourismus.de/en/
221,Nürnberg-Berlin,Nürnberg,Berlin,"[11.075269, 49.450938]","[13.405538, 52.517669999999995]","[[11.075269, 49.450938], [13.405538, 52.517669999999995]]",https://tourismus.nuernberg.de/en/,https://www.visitberlin.de/en
222,Nürnberg-Aachen,Nürnberg,Aachen,"[11.075269, 49.450938]","[6.0838, 50.773516]","[[11.075269, 49.450938], [6.0838, 50.773516]]",https://tourismus.nuernberg.de/en/,https://www.aachen-tourismus.de/en/
223,Nürnberg-Hamburg,Nürnberg,Hamburg,"[11.075269, 49.450938]","[9.99697, 53.550678000000005]","[[11.075269, 49.450938], [9.99697, 53.550678000000005]]",https://tourismus.nuernberg.de/en/,https://www.hamburg.com/useful-information/11900874/tourist-information/
224,Karlsruhe-Gelsenkirchen,Karlsruhe,Gelsenkirchen,"[8.405282000000001, 49.009626000000004]","[7.096064, 51.510892]","[[8.405282000000001, 49.009626000000004], [7.096064, 51.510892]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
225,Karlsruhe-Oberhausen,Karlsruhe,Oberhausen,"[8.405282000000001, 49.009626000000004]","[6.852291, 51.470317]","[[8.405282000000001, 49.009626000000004], [6.852291, 51.470317]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.oberhausen-tourismus.de/en/index.php
226,Karlsruhe-Bonn,Karlsruhe,Bonn,"[8.405282000000001, 49.009626000000004]","[7.099187, 50.734245]","[[8.405282000000001, 49.009626000000004], [7.099187, 50.734245]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
227,Karlsruhe-Duisburg,Karlsruhe,Duisburg,"[8.405282000000001, 49.009626000000004]","[6.765477000000001, 51.433259]","[[8.405282000000001, 49.009626000000004], [6.765477000000001, 51.433259]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.duisburg.de/tourismus/index.php
228,Karlsruhe-München,Karlsruhe,München,"[8.405282000000001, 49.009626000000004]","[11.575997000000001, 48.137683]","[[8.405282000000001, 49.009626000000004], [11.575997000000001, 48.137683]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.munich.travel/en
229,Karlsruhe-Bochum,Karlsruhe,Bochum,"[8.405282000000001, 49.009626000000004]","[7.217177, 51.482699]","[[8.405282000000001, 49.009626000000004], [7.217177, 51.482699]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.bochum-tourismus.de/#c32169
230,Karlsruhe-Solingen,Karlsruhe,Solingen,"[8.405282000000001, 49.009626000000004]","[7.085665, 51.171718]","[[8.405282000000001, 49.009626000000004], [7.085665, 51.171718]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.solingen.de/marketing/
231,Karlsruhe-Nürnberg,Karlsruhe,Nürnberg,"[8.405282000000001, 49.009626000000004]","[11.075269, 49.450938]","[[8.405282000000001, 49.009626000000004], [11.075269, 49.450938]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://tourismus.nuernberg.de/en/
232,Karlsruhe-Wuppertal,Karlsruhe,Wuppertal,"[8.405282000000001, 49.009626000000004]","[7.195874000000001, 51.271288]","[[8.405282000000001, 49.009626000000004], [7.195874000000001, 51.271288]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
233,Karlsruhe-Hagen,Karlsruhe,Hagen,"[8.405282000000001, 49.009626000000004]","[7.4674059999999995, 51.360171]","[[8.405282000000001, 49.009626000000004], [7.4674059999999995, 51.360171]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://hagenentdecken.de/
234,Karlsruhe-Dortmund,Karlsruhe,Dortmund,"[8.405282000000001, 49.009626000000004]","[7.4641649999999995, 51.514171000000005]","[[8.405282000000001, 49.009626000000004], [7.4641649999999995, 51.514171000000005]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://visit.dortmund.de/en/
235,Karlsruhe-Düsseldorf,Karlsruhe,Düsseldorf,"[8.405282000000001, 49.009626000000004]","[6.780067999999999, 51.22422]","[[8.405282000000001, 49.009626000000004], [6.780067999999999, 51.22422]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.duesseldorf-tourismus.de/en
236,Karlsruhe-Essen,Karlsruhe,Essen,"[8.405282000000001, 49.009626000000004]","[7.012583, 51.455843]","[[8.405282000000001, 49.009626000000004], [7.012583, 51.455843]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.visitessen.de/startseite_14/Startseite.en.html
237,Karlsruhe-Erlangen,Karlsruhe,Erlangen,"[8.405282000000001, 49.009626000000004]","[11.003274000000001, 49.595079999999996]","[[8.405282000000001, 49.009626000000004], [11.003274000000001, 49.595079999999996]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
238,Karlsruhe-Osnabrück,Karlsruhe,Osnabrück,"[8.405282000000001, 49.009626000000004]","[8.04205, 52.276920000000004]","[[8.405282000000001, 49.009626000000004], [8.04205, 52.276920000000004]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.osnabrueck.de//english
239,Karlsruhe-Leipzig,Karlsruhe,Leipzig,"[8.405282000000001, 49.009626000000004]","[12.377931, 51.338288]","[[8.405282000000001, 49.009626000000004], [12.377931, 51.338288]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://english.leipzig.de/
240,Karlsruhe-Würzburg,Karlsruhe,Würzburg,"[8.405282000000001, 49.009626000000004]","[9.93725, 49.793929999999996]","[[8.405282000000001, 49.009626000000004], [9.93725, 49.793929999999996]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.wuerzburg.de/en/index.html
241,Karlsruhe-Mannheim,Karlsruhe,Mannheim,"[8.405282000000001, 49.009626000000004]","[8.466275, 49.48778]","[[8.405282000000001, 49.009626000000004], [8.466275, 49.48778]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.visit-mannheim.de/en
242,Karlsruhe-Ulm,Karlsruhe,Ulm,"[8.405282000000001, 49.009626000000004]","[9.990402, 48.398454]","[[8.405282000000001, 49.009626000000004], [9.990402, 48.398454]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://tourismus.ulm.de/en/
243,Karlsruhe-Bamberg,Karlsruhe,Bamberg,"[8.405282000000001, 49.009626000000004]","[10.886786, 49.893387]","[[8.405282000000001, 49.009626000000004], [10.886786, 49.893387]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://en.bamberg.info/?setLanguage=en
244,Karlsruhe-Darmstadt,Karlsruhe,Darmstadt,"[8.405282000000001, 49.009626000000004]","[8.653838, 49.872238]","[[8.405282000000001, 49.009626000000004], [8.653838, 49.872238]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.darmstadt-tourismus.de/en/visit.html
245,Karlsruhe-Köln,Karlsruhe,Köln,"[8.405282000000001, 49.009626000000004]","[6.957068, 50.938107]","[[8.405282000000001, 49.009626000000004], [6.957068, 50.938107]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.cologne-tourism.com/
246,Karlsruhe-Stuttgart,Karlsruhe,Stuttgart,"[8.405282000000001, 49.009626000000004]","[9.177734, 48.775816999999996]","[[8.405282000000001, 49.009626000000004], [9.177734, 48.775816999999996]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.stuttgart-tourist.de/en
247,Karlsruhe-Heidelberg,Karlsruhe,Heidelberg,"[8.405282000000001, 49.009626000000004]","[8.702067, 49.408826]","[[8.405282000000001, 49.009626000000004], [8.702067, 49.408826]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,"https://www.heidelberg.de/hd,Len/300652.html"
248,Karlsruhe-Erfurt,Karlsruhe,Erfurt,"[8.405282000000001, 49.009626000000004]","[11.027236, 50.977121999999994]","[[8.405282000000001, 49.009626000000004], [11.027236, 50.977121999999994]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.erfurt-tourismus.de/en/
249,Karlsruhe-Berlin,Karlsruhe,Berlin,"[8.405282000000001, 49.009626000000004]","[13.405538, 52.517669999999995]","[[8.405282000000001, 49.009626000000004], [13.405538, 52.517669999999995]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.visitberlin.de/en
250,Karlsruhe-Aachen,Karlsruhe,Aachen,"[8.405282000000001, 49.009626000000004]","[6.0838, 50.773516]","[[8.405282000000001, 49.009626000000004], [6.0838, 50.773516]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.aachen-tourismus.de/en/
251,Karlsruhe-Hamburg,Karlsruhe,Hamburg,"[8.405282000000001, 49.009626000000004]","[9.99697, 53.550678000000005]","[[8.405282000000001, 49.009626000000004], [9.99697, 53.550678000000005]]",https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237,https://www.hamburg.com/useful-information/11900874/tourist-information/
252,Wuppertal-Gelsenkirchen,Wuppertal,Gelsenkirchen,"[7.195874000000001, 51.271288]","[7.096064, 51.510892]","[[7.195874000000001, 51.271288], [7.096064, 51.510892]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
253,Wuppertal-Oberhausen,Wuppertal,Oberhausen,"[7.195874000000001, 51.271288]","[6.852291, 51.470317]","[[7.195874000000001, 51.271288], [6.852291, 51.470317]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.oberhausen-tourismus.de/en/index.php
254,Wuppertal-Bonn,Wuppertal,Bonn,"[7.195874000000001, 51.271288]","[7.099187, 50.734245]","[[7.195874000000001, 51.271288], [7.099187, 50.734245]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
255,Wuppertal-Duisburg,Wuppertal,Duisburg,"[7.195874000000001, 51.271288]","[6.765477000000001, 51.433259]","[[7.195874000000001, 51.271288], [6.765477000000001, 51.433259]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.duisburg.de/tourismus/index.php
256,Wuppertal-München,Wuppertal,München,"[7.195874000000001, 51.271288]","[11.575997000000001, 48.137683]","[[7.195874000000001, 51.271288], [11.575997000000001, 48.137683]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.munich.travel/en
257,Wuppertal-Bochum,Wuppertal,Bochum,"[7.195874000000001, 51.271288]","[7.217177, 51.482699]","[[7.195874000000001, 51.271288], [7.217177, 51.482699]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.bochum-tourismus.de/#c32169
258,Wuppertal-Solingen,Wuppertal,Solingen,"[7.195874000000001, 51.271288]","[7.085665, 51.171718]","[[7.195874000000001, 51.271288], [7.085665, 51.171718]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.solingen.de/marketing/
259,Wuppertal-Nürnberg,Wuppertal,Nürnberg,"[7.195874000000001, 51.271288]","[11.075269, 49.450938]","[[7.195874000000001, 51.271288], [11.075269, 49.450938]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://tourismus.nuernberg.de/en/
260,Wuppertal-Karlsruhe,Wuppertal,Karlsruhe,"[7.195874000000001, 51.271288]","[8.405282000000001, 49.009626000000004]","[[7.195874000000001, 51.271288], [8.405282000000001, 49.009626000000004]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
261,Wuppertal-Hagen,Wuppertal,Hagen,"[7.195874000000001, 51.271288]","[7.4674059999999995, 51.360171]","[[7.195874000000001, 51.271288], [7.4674059999999995, 51.360171]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://hagenentdecken.de/
262,Wuppertal-Dortmund,Wuppertal,Dortmund,"[7.195874000000001, 51.271288]","[7.4641649999999995, 51.514171000000005]","[[7.195874000000001, 51.271288], [7.4641649999999995, 51.514171000000005]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://visit.dortmund.de/en/
263,Wuppertal-Düsseldorf,Wuppertal,Düsseldorf,"[7.195874000000001, 51.271288]","[6.780067999999999, 51.22422]","[[7.195874000000001, 51.271288], [6.780067999999999, 51.22422]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.duesseldorf-tourismus.de/en
264,Wuppertal-Essen,Wuppertal,Essen,"[7.195874000000001, 51.271288]","[7.012583, 51.455843]","[[7.195874000000001, 51.271288], [7.012583, 51.455843]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.visitessen.de/startseite_14/Startseite.en.html
265,Wuppertal-Erlangen,Wuppertal,Erlangen,"[7.195874000000001, 51.271288]","[11.003274000000001, 49.595079999999996]","[[7.195874000000001, 51.271288], [11.003274000000001, 49.595079999999996]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
266,Wuppertal-Osnabrück,Wuppertal,Osnabrück,"[7.195874000000001, 51.271288]","[8.04205, 52.276920000000004]","[[7.195874000000001, 51.271288], [8.04205, 52.276920000000004]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.osnabrueck.de//english
267,Wuppertal-Leipzig,Wuppertal,Leipzig,"[7.195874000000001, 51.271288]","[12.377931, 51.338288]","[[7.195874000000001, 51.271288], [12.377931, 51.338288]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://english.leipzig.de/
268,Wuppertal-Würzburg,Wuppertal,Würzburg,"[7.195874000000001, 51.271288]","[9.93725, 49.793929999999996]","[[7.195874000000001, 51.271288], [9.93725, 49.793929999999996]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.wuerzburg.de/en/index.html
269,Wuppertal-Mannheim,Wuppertal,Mannheim,"[7.195874000000001, 51.271288]","[8.466275, 49.48778]","[[7.195874000000001, 51.271288], [8.466275, 49.48778]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.visit-mannheim.de/en
270,Wuppertal-Ulm,Wuppertal,Ulm,"[7.195874000000001, 51.271288]","[9.990402, 48.398454]","[[7.195874000000001, 51.271288], [9.990402, 48.398454]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://tourismus.ulm.de/en/
271,Wuppertal-Bamberg,Wuppertal,Bamberg,"[7.195874000000001, 51.271288]","[10.886786, 49.893387]","[[7.195874000000001, 51.271288], [10.886786, 49.893387]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://en.bamberg.info/?setLanguage=en
272,Wuppertal-Darmstadt,Wuppertal,Darmstadt,"[7.195874000000001, 51.271288]","[8.653838, 49.872238]","[[7.195874000000001, 51.271288], [8.653838, 49.872238]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.darmstadt-tourismus.de/en/visit.html
273,Wuppertal-Köln,Wuppertal,Köln,"[7.195874000000001, 51.271288]","[6.957068, 50.938107]","[[7.195874000000001, 51.271288], [6.957068, 50.938107]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.cologne-tourism.com/
274,Wuppertal-Stuttgart,Wuppertal,Stuttgart,"[7.195874000000001, 51.271288]","[9.177734, 48.775816999999996]","[[7.195874000000001, 51.271288], [9.177734, 48.775816999999996]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.stuttgart-tourist.de/en
275,Wuppertal-Heidelberg,Wuppertal,Heidelberg,"[7.195874000000001, 51.271288]","[8.702067, 49.408826]","[[7.195874000000001, 51.271288], [8.702067, 49.408826]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,"https://www.heidelberg.de/hd,Len/300652.html"
276,Wuppertal-Erfurt,Wuppertal,Erfurt,"[7.195874000000001, 51.271288]","[11.027236, 50.977121999999994]","[[7.195874000000001, 51.271288], [11.027236, 50.977121999999994]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.erfurt-tourismus.de/en/
277,Wuppertal-Berlin,Wuppertal,Berlin,"[7.195874000000001, 51.271288]","[13.405538, 52.517669999999995]","[[7.195874000000001, 51.271288], [13.405538, 52.517669999999995]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.visitberlin.de/en
278,Wuppertal-Aachen,Wuppertal,Aachen,"[7.195874000000001, 51.271288]","[6.0838, 50.773516]","[[7.195874000000001, 51.271288], [6.0838, 50.773516]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.aachen-tourismus.de/en/
279,Wuppertal-Hamburg,Wuppertal,Hamburg,"[7.195874000000001, 51.271288]","[9.99697, 53.550678000000005]","[[7.195874000000001, 51.271288], [9.99697, 53.550678000000005]]",https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10,https://www.hamburg.com/useful-information/11900874/tourist-information/
280,Hagen-Gelsenkirchen,Hagen,Gelsenkirchen,"[7.4674059999999995, 51.360171]","[7.096064, 51.510892]","[[7.4674059999999995, 51.360171], [7.096064, 51.510892]]",https://hagenentdecken.de/,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
281,Hagen-Oberhausen,Hagen,Oberhausen,"[7.4674059999999995, 51.360171]","[6.852291, 51.470317]","[[7.4674059999999995, 51.360171], [6.852291, 51.470317]]",https://hagenentdecken.de/,https://www.oberhausen-tourismus.de/en/index.php
282,Hagen-Bonn,Hagen,Bonn,"[7.4674059999999995, 51.360171]","[7.099187, 50.734245]","[[7.4674059999999995, 51.360171], [7.099187, 50.734245]]",https://hagenentdecken.de/,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
283,Hagen-Duisburg,Hagen,Duisburg,"[7.4674059999999995, 51.360171]","[6.765477000000001, 51.433259]","[[7.4674059999999995, 51.360171], [6.765477000000001, 51.433259]]",https://hagenentdecken.de/,https://www.duisburg.de/tourismus/index.php
284,Hagen-München,Hagen,München,"[7.4674059999999995, 51.360171]","[11.575997000000001, 48.137683]","[[7.4674059999999995, 51.360171], [11.575997000000001, 48.137683]]",https://hagenentdecken.de/,https://www.munich.travel/en
285,Hagen-Bochum,Hagen,Bochum,"[7.4674059999999995, 51.360171]","[7.217177, 51.482699]","[[7.4674059999999995, 51.360171], [7.217177, 51.482699]]",https://hagenentdecken.de/,https://www.bochum-tourismus.de/#c32169
286,Hagen-Solingen,Hagen,Solingen,"[7.4674059999999995, 51.360171]","[7.085665, 51.171718]","[[7.4674059999999995, 51.360171], [7.085665, 51.171718]]",https://hagenentdecken.de/,https://www.solingen.de/marketing/
287,Hagen-Nürnberg,Hagen,Nürnberg,"[7.4674059999999995, 51.360171]","[11.075269, 49.450938]","[[7.4674059999999995, 51.360171], [11.075269, 49.450938]]",https://hagenentdecken.de/,https://tourismus.nuernberg.de/en/
288,Hagen-Karlsruhe,Hagen,Karlsruhe,"[7.4674059999999995, 51.360171]","[8.405282000000001, 49.009626000000004]","[[7.4674059999999995, 51.360171], [8.405282000000001, 49.009626000000004]]",https://hagenentdecken.de/,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
289,Hagen-Wuppertal,Hagen,Wuppertal,"[7.4674059999999995, 51.360171]","[7.195874000000001, 51.271288]","[[7.4674059999999995, 51.360171], [7.195874000000001, 51.271288]]",https://hagenentdecken.de/,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
290,Hagen-Dortmund,Hagen,Dortmund,"[7.4674059999999995, 51.360171]","[7.4641649999999995, 51.514171000000005]","[[7.4674059999999995, 51.360171], [7.4641649999999995, 51.514171000000005]]",https://hagenentdecken.de/,https://visit.dortmund.de/en/
291,Hagen-Düsseldorf,Hagen,Düsseldorf,"[7.4674059999999995, 51.360171]","[6.780067999999999, 51.22422]","[[7.4674059999999995, 51.360171], [6.780067999999999, 51.22422]]",https://hagenentdecken.de/,https://www.duesseldorf-tourismus.de/en
292,Hagen-Essen,Hagen,Essen,"[7.4674059999999995, 51.360171]","[7.012583, 51.455843]","[[7.4674059999999995, 51.360171], [7.012583, 51.455843]]",https://hagenentdecken.de/,https://www.visitessen.de/startseite_14/Startseite.en.html
293,Hagen-Erlangen,Hagen,Erlangen,"[7.4674059999999995, 51.360171]","[11.003274000000001, 49.595079999999996]","[[7.4674059999999995, 51.360171], [11.003274000000001, 49.595079999999996]]",https://hagenentdecken.de/,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
294,Hagen-Osnabrück,Hagen,Osnabrück,"[7.4674059999999995, 51.360171]","[8.04205, 52.276920000000004]","[[7.4674059999999995, 51.360171], [8.04205, 52.276920000000004]]",https://hagenentdecken.de/,https://www.osnabrueck.de//english
295,Hagen-Leipzig,Hagen,Leipzig,"[7.4674059999999995, 51.360171]","[12.377931, 51.338288]","[[7.4674059999999995, 51.360171], [12.377931, 51.338288]]",https://hagenentdecken.de/,https://english.leipzig.de/
296,Hagen-Würzburg,Hagen,Würzburg,"[7.4674059999999995, 51.360171]","[9.93725, 49.793929999999996]","[[7.4674059999999995, 51.360171], [9.93725, 49.793929999999996]]",https://hagenentdecken.de/,https://www.wuerzburg.de/en/index.html
297,Hagen-Mannheim,Hagen,Mannheim,"[7.4674059999999995, 51.360171]","[8.466275, 49.48778]","[[7.4674059999999995, 51.360171], [8.466275, 49.48778]]",https://hagenentdecken.de/,https://www.visit-mannheim.de/en
