,routes,origin,destination,origin_gis,destination_gis,path,origin_info,destination_info
508,Mannheim-München,Mannheim,München,"[8.466275, 49.48778]","[11.575997000000001, 48.137683]","[[8.466275, 49.48778], [11.575997000000001, 48.137683]]",https://www.visit-mannheim.de/en,https://www.munich.travel/en
509,Mannheim-Bochum,Mannheim,Bochum,"[8.466275, 49.48778]","[7.217177, 51.482699]","[[8.466275, 49.48778], [7.217177, 51.482699]]",https://www.visit-mannheim.de/en,https://www.bochum-tourismus.de/#c32169
510,Mannheim-Solingen,Mannheim,Solingen,"[8.466275, 49.48778]","[7.085665, 51.171718]","[[8.466275, 49.48778], [7.085665, 51.171718]]",https://www.visit-mannheim.de/en,https://www.solingen.de/marketing/
511,Mannheim-Nürnberg,Mannheim,Nürnberg,"[8.466275, 49.48778]","[11.075269, 49.450938]","[[8.466275, 49.48778], [11.075269, 49.450938]]",https://www.visit-mannheim.de/en,https://tourismus.nuernberg.de/en/
512,Mannheim-Karlsruhe,Mannheim,Karlsruhe,"[8.466275, 49.48778]","[8.405282000000001, 49.009626000000004]","[[8.466275, 49.48778], [8.405282000000001, 49.009626000000004]]",https://www.visit-mannheim.de/en,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
513,Mannheim-Wuppertal,Mannheim,Wuppertal,"[8.466275, 49.48778]","[7.195874000000001, 51.271288]","[[8.466275, 49.48778], [7.195874000000001, 51.271288]]",https://www.visit-mannheim.de/en,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
514,Mannheim-Hagen,Mannheim,Hagen,"[8.466275, 49.48778]","[7.4674059999999995, 51.360171]","[[8.466275, 49.48778], [7.4674059999999995, 51.360171]]",https://www.visit-mannheim.de/en,https://hagenentdecken.de/
515,Mannheim-Dortmund,Mannheim,Dortmund,"[8.466275, 49.48778]","[7.4641649999999995, 51.514171000000005]","[[8.466275, 49.48778], [7.4641649999999995, 51.514171000000005]]",https://www.visit-mannheim.de/en,https://visit.dortmund.de/en/
516,Mannheim-Düsseldorf,Mannheim,Düsseldorf,"[8.466275, 49.48778]","[6.780067999999999, 51.22422]","[[8.466275, 49.48778], [6.780067999999999, 51.22422]]",https://www.visit-mannheim.de/en,https://www.duesseldorf-tourismus.de/en
517,Mannheim-Essen,Mannheim,Essen,"[8.466275, 49.48778]","[7.012583, 51.455843]","[[8.466275, 49.48778], [7.012583, 51.455843]]",https://www.visit-mannheim.de/en,https://www.visitessen.de/startseite_14/Startseite.en.html
518,Mannheim-Erlangen,Mannheim,Erlangen,"[8.466275, 49.48778]","[11.003274000000001, 49.595079999999996]","[[8.466275, 49.48778], [11.003274000000001, 49.595079999999996]]",https://www.visit-mannheim.de/en,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
519,Mannheim-Osnabrück,Mannheim,Osnabrück,"[8.466275, 49.48778]","[8.04205, 52.276920000000004]","[[8.466275, 49.48778], [8.04205, 52.276920000000004]]",https://www.visit-mannheim.de/en,https://www.osnabrueck.de//english
520,Mannheim-Leipzig,Mannheim,Leipzig,"[8.466275, 49.48778]","[12.377931, 51.338288]","[[8.466275, 49.48778], [12.377931, 51.338288]]",https://www.visit-mannheim.de/en,https://english.leipzig.de/
521,Mannheim-Würzburg,Mannheim,Würzburg,"[8.466275, 49.48778]","[9.93725, 49.793929999999996]","[[8.466275, 49.48778], [9.93725, 49.793929999999996]]",https://www.visit-mannheim.de/en,https://www.wuerzburg.de/en/index.html
522,Mannheim-Ulm,Mannheim,Ulm,"[8.466275, 49.48778]","[9.990402, 48.398454]","[[8.466275, 49.48778], [9.990402, 48.398454]]",https://www.visit-mannheim.de/en,https://tourismus.ulm.de/en/
523,Mannheim-Bamberg,Mannheim,Bamberg,"[8.466275, 49.48778]","[10.886786, 49.893387]","[[8.466275, 49.48778], [10.886786, 49.893387]]",https://www.visit-mannheim.de/en,https://en.bamberg.info/?setLanguage=en
524,Mannheim-Darmstadt,Mannheim,Darmstadt,"[8.466275, 49.48778]","[8.653838, 49.872238]","[[8.466275, 49.48778], [8.653838, 49.872238]]",https://www.visit-mannheim.de/en,https://www.darmstadt-tourismus.de/en/visit.html
525,Mannheim-Köln,Mannheim,Köln,"[8.466275, 49.48778]","[6.957068, 50.938107]","[[8.466275, 49.48778], [6.957068, 50.938107]]",https://www.visit-mannheim.de/en,https://www.cologne-tourism.com/
526,Mannheim-Stuttgart,Mannheim,Stuttgart,"[8.466275, 49.48778]","[9.177734, 48.775816999999996]","[[8.466275, 49.48778], [9.177734, 48.775816999999996]]",https://www.visit-mannheim.de/en,https://www.stuttgart-tourist.de/en
527,Mannheim-Heidelberg,Mannheim,Heidelberg,"[8.466275, 49.48778]","[8.702067, 49.408826]","[[8.466275, 49.48778], [8.702067, 49.408826]]",https://www.visit-mannheim.de/en,"https://www.heidelberg.de/hd,Len/300652.html"
528,Mannheim-Erfurt,Mannheim,Erfurt,"[8.466275, 49.48778]","[11.027236, 50.977121999999994]","[[8.466275, 49.48778], [11.027236, 50.977121999999994]]",https://www.visit-mannheim.de/en,https://www.erfurt-tourismus.de/en/
529,Mannheim-Berlin,Mannheim,Berlin,"[8.466275, 49.48778]","[13.405538, 52.517669999999995]","[[8.466275, 49.48778], [13.405538, 52.517669999999995]]",https://www.visit-mannheim.de/en,https://www.visitberlin.de/en
530,Mannheim-Aachen,Mannheim,Aachen,"[8.466275, 49.48778]","[6.0838, 50.773516]","[[8.466275, 49.48778], [6.0838, 50.773516]]",https://www.visit-mannheim.de/en,https://www.aachen-tourismus.de/en/
531,Mannheim-Hamburg,Mannheim,Hamburg,"[8.466275, 49.48778]","[9.99697, 53.550678000000005]","[[8.466275, 49.48778], [9.99697, 53.550678000000005]]",https://www.visit-mannheim.de/en,https://www.hamburg.com/useful-information/11900874/tourist-information/
532,Ulm-Gelsenkirchen,Ulm,Gelsenkirchen,"[9.990402, 48.398454]","[7.096064, 51.510892]","[[9.990402, 48.398454], [7.096064, 51.510892]]",https://tourismus.ulm.de/en/,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
533,Ulm-Oberhausen,Ulm,Oberhausen,"[9.990402, 48.398454]","[6.852291, 51.470317]","[[9.990402, 48.398454], [6.852291, 51.470317]]",https://tourismus.ulm.de/en/,https://www.oberhausen-tourismus.de/en/index.php
534,Ulm-Bonn,Ulm,Bonn,"[9.990402, 48.398454]","[7.099187, 50.734245]","[[9.990402, 48.398454], [7.099187, 50.734245]]",https://tourismus.ulm.de/en/,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
535,Ulm-Duisburg,Ulm,Duisburg,"[9.990402, 48.398454]","[6.765477000000001, 51.433259]","[[9.990402, 48.398454], [6.765477000000001, 51.433259]]",https://tourismus.ulm.de/en/,https://www.duisburg.de/tourismus/index.php
536,Ulm-München,Ulm,München,"[9.990402, 48.398454]","[11.575997000000001, 48.137683]","[[9.990402, 48.398454], [11.575997000000001, 48.137683]]",https://tourismus.ulm.de/en/,https://www.munich.travel/en
537,Ulm-Bochum,Ulm,Bochum,"[9.990402, 48.398454]","[7.217177, 51.482699]","[[9.990402, 48.398454], [7.217177, 51.482699]]",https://tourismus.ulm.de/en/,https://www.bochum-tourismus.de/#c32169
538,Ulm-Solingen,Ulm,Solingen,"[9.990402, 48.398454]","[7.085665, 51.171718]","[[9.990402, 48.398454], [7.085665, 51.171718]]",https://tourismus.ulm.de/en/,https://www.solingen.de/marketing/
539,Ulm-Nürnberg,Ulm,Nürnberg,"[9.990402, 48.398454]","[11.075269, 49.450938]","[[9.990402, 48.398454], [11.075269, 49.450938]]",https://tourismus.ulm.de/en/,https://tourismus.nuernberg.de/en/
540,Ulm-Karlsruhe,Ulm,Karlsruhe,"[9.990402, 48.398454]","[8.405282000000001, 49.009626000000004]","[[9.990402, 48.398454], [8.405282000000001, 49.009626000000004]]",https://tourismus.ulm.de/en/,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
541,Ulm-Wuppertal,Ulm,Wuppertal,"[9.990402, 48.398454]","[7.195874000000001, 51.271288]","[[9.990402, 48.398454], [7.195874000000001, 51.271288]]",https://tourismus.ulm.de/en/,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
542,Ulm-Hagen,Ulm,Hagen,"[9.990402, 48.398454]","[7.4674059999999995, 51.360171]","[[9.990402, 48.398454], [7.4674059999999995, 51.360171]]",https://tourismus.ulm.de/en/,https://hagenentdecken.de/
543,Ulm-Dortmund,Ulm,Dortmund,"[9.990402, 48.398454]","[7.4641649999999995, 51.514171000000005]","[[9.990402, 48.398454], [7.4641649999999995, 51.514171000000005]]",https://tourismus.ulm.de/en/,https://visit.dortmund.de/en/
544,Ulm-Düsseldorf,Ulm,Düsseldorf,"[9.990402, 48.398454]","[6.780067999999999, 51.22422]","[[9.990402, 48.398454], [6.780067999999999, 51.22422]]",https://tourismus.ulm.de/en/,https://www.duesseldorf-tourismus.de/en
545,Ulm-Essen,Ulm,Essen,"[9.990402, 48.398454]","[7.012583, 51.455843]","[[9.990402, 48.398454], [7.012583, 51.455843]]",https://tourismus.ulm.de/en/,https://www.visitessen.de/startseite_14/Startseite.en.html
546,Ulm-Erlangen,Ulm,Erlangen,"[9.990402, 48.398454]","[11.003274000000001, 49.595079999999996]","[[9.990402, 48.398454], [11.003274000000001, 49.595079999999996]]",https://tourismus.ulm.de/en/,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
547,Ulm-Osnabrück,Ulm,Osnabrück,"[9.990402, 48.398454]","[8.04205, 52.276920000000004]","[[9.990402, 48.398454], [8.04205, 52.276920000000004]]",https://tourismus.ulm.de/en/,https://www.osnabrueck.de//english
548,Ulm-Leipzig,Ulm,Leipzig,"[9.990402, 48.398454]","[12.377931, 51.338288]","[[9.990402, 48.398454], [12.377931, 51.338288]]",https://tourismus.ulm.de/en/,https://english.leipzig.de/
549,Ulm-Würzburg,Ulm,Würzburg,"[9.990402, 48.398454]","[9.93725, 49.793929999999996]","[[9.990402, 48.398454], [9.93725, 49.793929999999996]]",https://tourismus.ulm.de/en/,https://www.wuerzburg.de/en/index.html
550,Ulm-Mannheim,Ulm,Mannheim,"[9.990402, 48.398454]","[8.466275, 49.48778]","[[9.990402, 48.398454], [8.466275, 49.48778]]",https://tourismus.ulm.de/en/,https://www.visit-mannheim.de/en
551,Ulm-Bamberg,Ulm,Bamberg,"[9.990402, 48.398454]","[10.886786, 49.893387]","[[9.990402, 48.398454], [10.886786, 49.893387]]",https://tourismus.ulm.de/en/,https://en.bamberg.info/?setLanguage=en
552,Ulm-Darmstadt,Ulm,Darmstadt,"[9.990402, 48.398454]","[8.653838, 49.872238]","[[9.990402, 48.398454], [8.653838, 49.872238]]",https://tourismus.ulm.de/en/,https://www.darmstadt-tourismus.de/en/visit.html
553,Ulm-Köln,Ulm,Köln,"[9.990402, 48.398454]","[6.957068, 50.938107]","[[9.990402, 48.398454], [6.957068, 50.938107]]",https://tourismus.ulm.de/en/,https://www.cologne-tourism.com/
554,Ulm-Stuttgart,Ulm,Stuttgart,"[9.990402, 48.398454]","[9.177734, 48.775816999999996]","[[9.990402, 48.398454], [9.177734, 48.775816999999996]]",https://tourismus.ulm.de/en/,https://www.stuttgart-tourist.de/en
555,Ulm-Heidelberg,Ulm,Heidelberg,"[9.990402, 48.398454]","[8.702067, 49.408826]","[[9.990402, 48.398454], [8.702067, 49.408826]]",https://tourismus.ulm.de/en/,"https://www.heidelberg.de/hd,Len/300652.html"
556,Ulm-Erfurt,Ulm,Erfurt,"[9.990402, 48.398454]","[11.027236, 50.977121999999994]","[[9.990402, 48.398454], [11.027236, 50.977121999999994]]",https://tourismus.ulm.de/en/,https://www.erfurt-tourismus.de/en/
557,Ulm-Berlin,Ulm,Berlin,"[9.990402, 48.398454]","[13.405538, 52.517669999999995]","[[9.990402, 48.398454], [13.405538, 52.517669999999995]]",https://tourismus.ulm.de/en/,https://www.visitberlin.de/en
558,Ulm-Aachen,Ulm,Aachen,"[9.990402, 48.398454]","[6.0838, 50.773516]","[[9.990402, 48.398454], [6.0838, 50.773516]]",https://tourismus.ulm.de/en/,https://www.aachen-tourismus.de/en/
559,Ulm-Hamburg,Ulm,Hamburg,"[9.990402, 48.398454]","[9.99697, 53.550678000000005]","[[9.990402, 48.398454], [9.99697, 53.550678000000005]]",https://tourismus.ulm.de/en/,https://www.hamburg.com/useful-information/11900874/tourist-information/
560,Bamberg-Gelsenkirchen,Bamberg,Gelsenkirchen,"[10.886786, 49.893387]","[7.096064, 51.510892]","[[10.886786, 49.893387], [7.096064, 51.510892]]",https://en.bamberg.info/?setLanguage=en,https://www.gelsenkirchen.de/de/freizeit/zu_gast_in_gelsenkirchen/stadt-_und_touristinfo/index.aspx
561,Bamberg-Oberhausen,Bamberg,Oberhausen,"[10.886786, 49.893387]","[6.852291, 51.470317]","[[10.886786, 49.893387], [6.852291, 51.470317]]",https://en.bamberg.info/?setLanguage=en,https://www.oberhausen-tourismus.de/en/index.php
562,Bamberg-Bonn,Bamberg,Bonn,"[10.886786, 49.893387]","[7.099187, 50.734245]","[[10.886786, 49.893387], [7.099187, 50.734245]]",https://en.bamberg.info/?setLanguage=en,https://www.bonn.de/microsite/en/highlights/tourist-information/tourist-information.php
563,Bamberg-Duisburg,Bamberg,Duisburg,"[10.886786, 49.893387]","[6.765477000000001, 51.433259]","[[10.886786, 49.893387], [6.765477000000001, 51.433259]]",https://en.bamberg.info/?setLanguage=en,https://www.duisburg.de/tourismus/index.php
564,Bamberg-München,Bamberg,München,"[10.886786, 49.893387]","[11.575997000000001, 48.137683]","[[10.886786, 49.893387], [11.575997000000001, 48.137683]]",https://en.bamberg.info/?setLanguage=en,https://www.munich.travel/en
565,Bamberg-Bochum,Bamberg,Bochum,"[10.886786, 49.893387]","[7.217177, 51.482699]","[[10.886786, 49.893387], [7.217177, 51.482699]]",https://en.bamberg.info/?setLanguage=en,https://www.bochum-tourismus.de/#c32169
566,Bamberg-Solingen,Bamberg,Solingen,"[10.886786, 49.893387]","[7.085665, 51.171718]","[[10.886786, 49.893387], [7.085665, 51.171718]]",https://en.bamberg.info/?setLanguage=en,https://www.solingen.de/marketing/
567,Bamberg-Nürnberg,Bamberg,Nürnberg,"[10.886786, 49.893387]","[11.075269, 49.450938]","[[10.886786, 49.893387], [11.075269, 49.450938]]",https://en.bamberg.info/?setLanguage=en,https://tourismus.nuernberg.de/en/
568,Bamberg-Karlsruhe,Bamberg,Karlsruhe,"[10.886786, 49.893387]","[8.405282000000001, 49.009626000000004]","[[10.886786, 49.893387], [8.405282000000001, 49.009626000000004]]",https://en.bamberg.info/?setLanguage=en,https://www.karlsruhe-erleben.de/en/media/attractions/Tourist-Information-Karlsruhe#/article/b0956bf3-244e-4dbe-8284-8295333e4237
569,Bamberg-Wuppertal,Bamberg,Wuppertal,"[10.886786, 49.893387]","[7.195874000000001, 51.271288]","[[10.886786, 49.893387], [7.195874000000001, 51.271288]]",https://en.bamberg.info/?setLanguage=en,https://www.wuppertal.de/tourismus-freizeit/touristinformationen/index.php?10
570,Bamberg-Hagen,Bamberg,Hagen,"[10.886786, 49.893387]","[7.4674059999999995, 51.360171]","[[10.886786, 49.893387], [7.4674059999999995, 51.360171]]",https://en.bamberg.info/?setLanguage=en,https://hagenentdecken.de/
571,Bamberg-Dortmund,Bamberg,Dortmund,"[10.886786, 49.893387]","[7.4641649999999995, 51.514171000000005]","[[10.886786, 49.893387], [7.4641649999999995, 51.514171000000005]]",https://en.bamberg.info/?setLanguage=en,https://visit.dortmund.de/en/
572,Bamberg-Düsseldorf,Bamberg,Düsseldorf,"[10.886786, 49.893387]","[6.780067999999999, 51.22422]","[[10.886786, 49.893387], [6.780067999999999, 51.22422]]",https://en.bamberg.info/?setLanguage=en,https://www.duesseldorf-tourismus.de/en
573,Bamberg-Essen,Bamberg,Essen,"[10.886786, 49.893387]","[7.012583, 51.455843]","[[10.886786, 49.893387], [7.012583, 51.455843]]",https://en.bamberg.info/?setLanguage=en,https://www.visitessen.de/startseite_14/Startseite.en.html
574,Bamberg-Erlangen,Bamberg,Erlangen,"[10.886786, 49.893387]","[11.003274000000001, 49.595079999999996]","[[10.886786, 49.893387], [11.003274000000001, 49.595079999999996]]",https://en.bamberg.info/?setLanguage=en,https://www.erlangen.info/schaufenster/tourist-information_erlangen-314/
575,Bamberg-Osnabrück,Bamberg,Osnabrück,"[10.886786, 49.893387]","[8.04205, 52.276920000000004]","[[10.886786, 49.893387], [8.04205, 52.276920000000004]]",https://en.bamberg.info/?setLanguage=en,https://www.osnabrueck.de//english
576,Bamberg-Leipzig,Bamberg,Leipzig,"[10.886786, 49.893387]","[12.377931, 51.338288]","[[10.886786, 49.893387], [12.377931, 51.338288]]",https://en.bamberg.info/?setLanguage=en,https://english.leipzig.de/
577,Bamberg-Würzburg,Bamberg,Würzburg,"[10.886786, 49.893387]","[9.93725, 49.793929999999996]","[[10.886786, 49.893387], [9.93725, 49.793929999999996]]",https://en.bamberg.info/?setLanguage=en,https://www.wuerzburg.de/en/index.html
578,Bamberg-Mannheim,Bamberg,Mannheim,"[10.886786, 49.893387]","[8.466275, 49.48778]","[[10.886786, 49.893387], [8.466275, 49.48778]]",https://en.bamberg.info/?setLanguage=en,https://www.visit-mannheim.de/en
579,Bamberg-Ulm,Bamberg,Ulm,"[10.886786, 49.893387]","[9.990402, 48.398454]","[[10.886786, 49.893387], [9.990402, 48.398454]]",https://en.bamberg.info/?setLanguage=en,https://tourismus.ulm.de/en/
580,Bamberg-Darmstadt,Bamberg,Darmstadt,"[10.886786, 49.893387]","[8.653838, 49.872238]","[[10.886786, 49.893387], [8.653838, 49.872238]]",https://en.bamberg.info/?setLanguage=en,https://www.darmstadt-tourismus.de/en/visit.html
581,Bamberg-Köln,Bamberg,Köln,"[10.886786, 49.893387]","[6.957068, 50.938107]","[[10.886786, 49.893387], [6.957068, 50.938107]]",https://en.bamberg.info/?setLanguage=en,https://www.cologne-tourism.com/
582,Bamberg-Stuttgart,Bamberg,Stuttgart,"[10.886786, 49.893387]","[9.177734, 48.775816999999996]","[[10.886786, 49.893387], [9.177734, 48.775816999999996]]",https://en.bamberg.info/?setLanguage=en,https://www.stuttgart-tourist.de/en
583,Bamberg-Heidelberg,Bamberg,Heidelberg,"[10.886786, 49.893387]","[8.702067, 49.408826]","[[10.886786, 49.893387], [8.702067, 49.408826]]",https://en.bamberg.info/?setLanguage=en,"https://www.heidelberg.de/hd,Len/300652.html"
584,Bamberg-Erfurt,Bamberg,Erfurt,"[10.886786, 49.893387]","[11.027236, 50.977121999999994]","[[10.886786, 49.893387], [11.027236, 50.977121999999994]]",https://en.bamberg.info/?setLanguage=en,https://www.erfurt-tourismus.de/en/
585,Bamberg-Berlin,Bamberg,Berlin,"[10.886786, 49.893387]","[13.405538, 52.517669999999995]","[[10.886786, 49.893387], [13.405538, 52.517669999999995]]",https://en.bamberg.info/?setLanguage=en,https://www.visitberlin.de/en
586,Bamberg-Aachen,Bamberg,Aachen,"[10.886786, 49.893387]","[6.0838, 50.773516]","[[10.886786, 49.893387], [6.0838, 50.773516]]",https://en.bamberg.info/?setLanguage=en,https://www.aachen-tourismus.de/en/
587,Bamberg-Hamburg,Bamberg,Hamburg,"[10.886786, 49.893387]","[9.99697, 53.550678000000005]","[[10.886786, 49.893387], [9.99697, 53.550678000000005]]",https://en.bamberg.info/?setLanguage=en,https://www.hamburg.com/useful-information/11900874/tourist-information/
