totaltraveltimeinsec,totalprice,totalnumberofchanges,totalwalkingdistance,totalwaitingtime,objective,finiteautomaton,consideredpreferences,finalsolutionusedlabels,sourcename,targetname
0.1,31.6,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Mannheim,Stuttgart
0.1,23.7,0,0,0.0,travelTime,noFlights,"[travelTime, price]",[db_fv],Mannheim,Stuttgart
1.7,15.4,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.3,39.5,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[car],Mannheim,Stuttgart
1.7,15.4,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.3,39.5,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[car],Mannheim,Stuttgart
1.7,15.4,2,745,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,745,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,745,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,745,1.4,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,745,1.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.7,15.4,2,745,1.4,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
0.5,15.4,2,745,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv, flixbus]",Mannheim,Stuttgart
1.1,39.1,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,40.4,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,56.2,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.6,86.9,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Hamburg,Wuppertal
1.1,39.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,40.4,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,56.2,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.6,86.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Hamburg,Wuppertal
1.1,39.1,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,40.4,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.9,56.2,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Hamburg,Wuppertal
0.6,86.9,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Hamburg,Wuppertal
1.1,39.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,113.6,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[car],Hamburg,Wuppertal
1.1,39.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,71.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,113.6,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[car],Hamburg,Wuppertal
1.1,39.1,1,514,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,514,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,514,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,514,0.3,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,408,0.2,waitingTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,514,0.3,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,408,0.2,waitingTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.1,39.1,1,514,0.3,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,354,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
1.0,51.8,1,72,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,366,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,84,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.7,85.2,1,408,0.2,waitingTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Hamburg,Wuppertal
0.8,23.0,0,0,0.0,price,all,"[travelTime, price]",[blablacar],Leipzig,Dortmund
0.7,118.1,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Leipzig,Dortmund
0.8,23.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[blablacar],Leipzig,Dortmund
0.7,118.1,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Leipzig,Dortmund
0.8,23.0,0,0,0.0,price,noFlights,"[travelTime, price]",[blablacar],Leipzig,Dortmund
0.7,118.1,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Dortmund
0.8,125.4,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[car],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Leipzig,Dortmund
0.8,125.4,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[car],Leipzig,Dortmund
0.8,23.0,0,152,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]",[blablacar],Leipzig,Dortmund
0.8,23.0,0,152,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[blablacar],Leipzig,Dortmund
0.8,197.3,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Leipzig,Dortmund
0.8,23.0,0,152,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[blablacar],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Dortmund
0.8,197.3,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Dortmund
0.7,118.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Leipzig,Dortmund
1.1,23.2,0,0,0.0,price,all,"[travelTime, price]","[blablacar, flixbus]",Würzburg,Bochum
1.0,26.8,0,0,0.0,price,all,"[travelTime, price]","[blablacar, db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,29.3,0,0,0.0,price,all,"[travelTime, price]",[flixbus],Würzburg,Bochum
0.9,31.9,0,0,0.0,price,all,"[travelTime, price]","[flixbus, db_fv]",Würzburg,Bochum
0.9,76.8,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,86.9,0,0,0.0,price,all,"[travelTime, price]","[db_fv, blablacar]",Würzburg,Bochum
0.8,89.0,0,0,0.0,price,all,"[travelTime, price]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.7,99.0,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Würzburg,Bochum
0.7,102.6,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.7,103.2,0,0,0.0,price,all,"[travelTime, price]",[car],Würzburg,Bochum
0.6,110.5,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,112.4,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,Bochum
1.1,23.2,0,0,0.0,price,ptOnly,"[travelTime, price]","[blablacar, flixbus]",Würzburg,Bochum
1.0,26.8,0,0,0.0,price,ptOnly,"[travelTime, price]","[blablacar, db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,29.3,0,0,0.0,price,ptOnly,"[travelTime, price]",[flixbus],Würzburg,Bochum
0.9,31.9,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, db_fv]",Würzburg,Bochum
0.9,76.8,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,86.9,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, blablacar]",Würzburg,Bochum
0.8,89.0,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.7,99.0,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Würzburg,Bochum
0.7,102.6,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,110.5,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,112.4,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,Bochum
1.1,23.2,0,0,0.0,price,noFlights,"[travelTime, price]","[blablacar, flixbus]",Würzburg,Bochum
1.0,26.8,0,0,0.0,price,noFlights,"[travelTime, price]","[blablacar, db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,29.3,0,0,0.0,price,noFlights,"[travelTime, price]",[flixbus],Würzburg,Bochum
0.9,31.9,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, db_fv]",Würzburg,Bochum
0.9,76.8,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus, db_fv]",Würzburg,Bochum
0.9,86.9,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, blablacar]",Würzburg,Bochum
0.8,89.0,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.7,99.0,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Würzburg,Bochum
0.7,102.6,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.7,103.2,0,0,0.0,price,noFlights,"[travelTime, price]",[car],Würzburg,Bochum
0.6,110.5,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,112.4,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,Bochum
0.6,124.5,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,Bochum
1.1,23.2,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Würzburg,Bochum
0.9,29.3,2,0,0.0,price,all,"[travelTime, price, numberofChanges]",[flixbus],Würzburg,Bochum
0.9,31.9,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,Bochum
0.9,97.4,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Würzburg,Bochum
0.8,99.4,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.8,101.1,2,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.6,110.5,2,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,112.4,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,124.5,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.0,96.0,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.1,23.2,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Würzburg,Bochum
0.9,29.3,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[flixbus],Würzburg,Bochum
0.9,31.9,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,Bochum
0.9,97.4,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Würzburg,Bochum
0.8,99.4,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.8,101.1,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.7,106.6,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus, db_fv]",Würzburg,Bochum
0.7,108.8,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,110.5,2,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,112.4,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,124.5,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.8,122.6,0,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,117.9,0,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.9,112.4,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.0,96.0,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.1,23.2,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[blablacar, db_fv]",Würzburg,Bochum
0.9,29.3,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[flixbus],Würzburg,Bochum
0.9,31.9,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,Bochum
0.9,97.4,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, blablacar]",Würzburg,Bochum
0.8,99.4,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.8,101.1,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, blablacar, db_fv]",Würzburg,Bochum
0.6,110.5,2,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,112.4,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
0.6,124.5,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.0,96.0,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,Bochum
1.1,23.2,2,254,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,177,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
1.0,30.7,1,223,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
0.9,97.4,2,165,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, blablacar]",Würzburg,Bochum
0.6,114.4,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.0,101.3,2,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.0,92.0,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.0,48.1,2,142,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus, db_fv]",Würzburg,Bochum
1.0,92.0,2,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.1,23.2,2,254,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,177,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
1.0,30.7,1,223,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
0.9,97.4,2,165,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, blablacar]",Würzburg,Bochum
0.7,107.9,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.9,117.1,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.3,117.9,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
0.6,114.4,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
0.9,109.8,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.3,101.3,2,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.3,92.0,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.4,62.9,2,141,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
1.9,55.5,2,142,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus, db_fv]",Würzburg,Bochum
1.0,48.1,2,142,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus, db_fv]",Würzburg,Bochum
1.7,30.7,1,177,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
1.7,94.6,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
1.1,23.2,2,254,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, flixbus]",Würzburg,Bochum
1.0,28.0,1,177,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
1.0,30.7,1,223,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[blablacar, db_fv]",Würzburg,Bochum
0.9,97.4,2,165,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, blablacar]",Würzburg,Bochum
0.6,114.4,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,Bochum
