totaltraveltimeinsec,totalprice,totalnumberofchanges,totalwalkingdistance,totalwaitingtime,objective,finiteautomaton,consideredpreferences,finalsolutionusedlabels,sourcename,targetname
0.9,19.2,2,364,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, blablacar, db_fv]",Wuppertal,Duisburg
0.5,23.0,2,173,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Wuppertal,Duisburg
0.9,16.4,2,617,0.5,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, blablacar]",Wuppertal,Duisburg
0.5,16.9,2,476,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Wuppertal,Duisburg
0.4,18.2,2,479,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Wuppertal,Duisburg
0.4,18.2,2,479,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Wuppertal,Duisburg
0.3,19.6,2,479,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Wuppertal,Duisburg
0.2,23.0,1,173,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Wuppertal,Duisburg
1.2,23.3,1,224,0.8,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, blablacar]",Wuppertal,Duisburg
0.5,19.7,1,224,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, blablacar]",Wuppertal,Duisburg
0.5,26.8,2,95,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Wuppertal,Duisburg
0.8,18.2,2,479,0.5,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, db_fv]",Wuppertal,Duisburg
0.9,29.5,2,95,0.7,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Wuppertal,Duisburg
0.7,19.2,2,364,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, blablacar, db_fv]",Wuppertal,Duisburg
0.6,19.0,2,366,0.2,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, blablacar]",Wuppertal,Duisburg
0.8,18.4,2,374,0.5,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, blablacar]",Wuppertal,Duisburg
1.1,16.4,2,617,0.7,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus, blablacar]",Wuppertal,Duisburg
0.9,19.2,2,364,0.6,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, blablacar, db_fv]",Wuppertal,Duisburg
0.5,23.0,2,173,0.3,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Wuppertal,Duisburg
0.3,29.0,1,173,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Wuppertal,Duisburg
1.6,34.7,0,0,0.0,price,all,"[travelTime, price]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.6,42.0,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.5,42.6,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.5,43.0,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.5,46.0,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.4,77.1,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Würzburg,München
0.5,74.3,0,0,0.0,travelTime,all,"[travelTime, price]",[db_fv],Würzburg,München
1.6,34.7,0,0,0.0,price,ptOnly,"[travelTime, price]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.6,42.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.5,42.6,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.5,43.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.5,46.0,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.4,77.1,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
0.5,74.3,0,0,0.0,travelTime,ptOnly,"[travelTime, price]",[db_fv],Würzburg,München
1.6,34.7,0,0,0.0,price,noFlights,"[travelTime, price]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.6,42.0,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.5,42.6,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.5,43.0,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.5,46.0,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.4,77.1,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.3,81.9,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
0.5,74.3,0,0,0.0,travelTime,noFlights,"[travelTime, price]",[db_fv],Würzburg,München
1.6,34.7,3,0,0.0,price,all,"[travelTime, price, numberofChanges]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.6,42.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.0,travelTime,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,83.5,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[car],Würzburg,München
0.9,68.4,0,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,59.9,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,München
1.5,46.0,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.0,42.6,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.6,34.7,3,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.6,42.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.9,68.4,0,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,59.9,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,München
1.5,46.0,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.0,42.6,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.6,34.7,3,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[flixbus, blablacar, db_fv]",Würzburg,München
1.3,42.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.6,42.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.0,travelTime,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,83.5,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[car],Würzburg,München
0.9,68.4,0,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
0.5,59.9,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]","[flixbus, db_fv]",Würzburg,München
1.5,46.0,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.0,42.6,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Würzburg,München
1.6,34.7,3,572,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, blablacar, db_fv]",Würzburg,München
0.5,59.9,1,452,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Würzburg,München
0.7,74.3,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,München
1.6,34.7,3,572,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, blablacar, db_fv]",Würzburg,München
0.5,59.9,1,452,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Würzburg,München
0.7,74.3,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,München
1.6,34.7,3,572,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, blablacar, db_fv]",Würzburg,München
0.5,59.9,1,452,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[flixbus, db_fv]",Würzburg,München
0.7,74.3,1,0,0.0,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Würzburg,München
1.6,34.7,3,572,0.4,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
0.6,42.0,1,0,0.2,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.1,travelTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,59.9,1,452,0.1,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Würzburg,München
0.7,42.6,1,0,0.3,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.7,74.3,1,0,0.3,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
1.6,37.0,3,572,0.3,waitingTime,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
1.6,34.7,3,572,0.4,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
0.6,42.0,1,0,0.2,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.1,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.1,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,59.9,1,452,0.1,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Würzburg,München
0.7,42.6,1,0,0.3,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.7,74.3,1,0,0.3,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
1.6,37.0,3,572,0.3,waitingTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
1.6,34.7,3,572,0.4,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
0.6,42.0,1,0,0.2,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,42.6,1,0,0.1,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,43.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,46.0,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.4,77.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,74.3,1,0,0.1,travelTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.5,59.9,1,452,0.1,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, db_fv]",Würzburg,München
0.7,42.6,1,0,0.3,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
0.7,74.3,1,0,0.3,walkingDistance,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Würzburg,München
1.6,37.0,3,572,0.3,waitingTime,noFlights,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[flixbus, blablacar, db_fv]",Würzburg,München
0.6,6.1,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,0,0,0.0,price,all,"[travelTime, price]",[db_fv],Hagen,Bochum
0.1,7.6,0,0,0.0,price,all,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.1,11.3,0,0,0.0,price,all,"[travelTime, price]",[car],Hagen,Bochum
1.1,6.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,0,0,0.0,price,ptOnly,"[travelTime, price]",[db_fv],Hagen,Bochum
0.1,7.6,0,0,0.0,price,ptOnly,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
1.1,6.1,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,0,0,0.0,price,noFlights,"[travelTime, price]",[db_fv],Hagen,Bochum
0.1,7.6,0,0,0.0,price,noFlights,"[travelTime, price]","[db_fv, flixbus]",Hagen,Bochum
0.1,11.3,0,0,0.0,price,noFlights,"[travelTime, price]",[car],Hagen,Bochum
0.6,6.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,1,0,0.0,price,all,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.1,7.6,1,0,0.0,price,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,10.2,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.6,7.6,1,0,0.0,numberofChanges,all,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
1.1,6.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.1,7.6,1,0,0.0,price,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,10.2,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.3,10.2,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.8,8.7,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.6,7.6,1,0,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
1.1,6.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.1,7.6,1,0,0.0,price,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.5,10.2,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.8,8.7,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]",[db_fv],Hagen,Bochum
0.6,7.6,1,0,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges]","[db_fv, flixbus]",Hagen,Bochum
0.6,6.1,1,317,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,317,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,317,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.1,7.6,1,317,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.6,7.6,1,317,0.0,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.1,8.7,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Hagen,Bochum
1.1,6.1,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.1,7.6,1,317,0.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.1,10.2,1,0,0.0,walkingDistance,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Hagen,Bochum
0.1,8.7,1,0,0.0,travelTime,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]",[db_fv],Hagen,Bochum
0.6,7.6,1,317,0.0,numberofChanges,ptOnly,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
1.1,6.1,1,317,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.9,6.1,1,317,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,317,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,317,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.1,7.6,1,317,0.0,price,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.6,7.6,1,317,0.0,numberofChanges,noFlights,"[travelTime, price, numberofChanges, walkingDistance]","[db_fv, flixbus]",Hagen,Bochum
0.6,6.1,1,317,0.5,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
0.5,6.1,1,317,0.3,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
0.2,6.1,1,317,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
0.2,7.3,1,0,0.1,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Hagen,Bochum
0.1,7.6,1,317,0.0,price,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
0.5,10.2,1,0,0.4,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Hagen,Bochum
0.6,7.6,1,317,0.5,numberofChanges,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
0.1,8.7,1,0,0.0,walkingDistance,all,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]",[db_fv],Hagen,Bochum
1.1,6.1,1,317,1.0,price,ptOnly,"[travelTime, price, numberofChanges, walkingDistance, waitingTime]","[db_fv, flixbus]",Hagen,Bochum
